Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,League,Team,Year,PlayerID,Throws
14,Keiichi Yabu,25,9,9,0.5,3.18,26,25,0,8,1,0,181.1,174,67,64,12,42,3,110,2,1,2,743,1.191,8.6,0.6,2.1,5.5,2.62,Japan Central League,Hanshin Tigers,1994,yabu--001kei,right
15,Kazuharu Yamazaki,21,7,6,0.538,3.2,24,22,1,4,2,1,135,140,54,48,11,52,2,58,3,1,6,586,1.422,9.3,0.7,3.5,3.9,1.12,Japan Central League,Hanshin Tigers,1994,yamaza002kaz,right
16,Toshiro Yufune*,27,5,7,0.417,3.05,23,22,0,2,0,0,130,114,50,44,15,65,2,109,1,0,2,552,1.377,7.9,1,4.5,7.5,1.68,Japan Central League,Hanshin Tigers,1994,yufune001tos,left
17,Tatsuhiro Yuminaga*,26,1,1,0.5,4.39,54,0,10,0,0,3,69.2,64,36,34,2,32,4,45,4,0,1,303,1.378,8.3,0.3,4.1,5.8,1.41,Japan Central League,Hanshin Tigers,1994,yumina001tat,left
1,Norihiro Akimura,28,0,1,0,4.7,27,0,10,0,0,1,38.1,35,20,20,6,14,0,24,2,0,0,159,1.278,8.2,1.4,3.3,5.6,1.71,Japan Central League,Hiroshima Toyo Carp,1994,akimur000nor,right
2,Ikuo Ikeda*,20,0,0,NA,11.57,2,0,0,0,0,0,2.1,5,3,3,0,3,0,0,0,0,0,14,3.429,19.3,0,11.6,0,0,Japan Central League,Hiroshima Toyo Carp,1994,ikeda-000iku,left
3,Yuji Inoue,31,1,2,0.333,4.64,17,3,3,0,0,1,33,27,17,17,7,9,1,20,2,0,0,137,1.091,7.4,1.9,2.5,5.5,2.22,Japan Central League,Hiroshima Toyo Carp,1994,inoue-000yuj,right
4,Makoto Ito*,24,0,0,NA,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,2,0,0,18,0,0,Japan Central League,Hiroshima Toyo Carp,1994,ito---001mak,left
5,Kiyotoshi Katase,30,1,7,0.125,4.84,17,13,1,2,0,1,83.2,86,49,45,14,40,1,51,3,0,2,370,1.506,9.3,1.5,4.3,5.5,1.28,Japan Central League,Hiroshima Toyo Carp,1994,katase000kiy,right
6,Tetsuro Kato,30,1,0,1,7.45,7,0,4,0,0,0,9.2,11,8,8,3,4,0,6,0,0,0,43,1.552,10.2,2.8,3.7,5.6,1.5,Japan Central League,Hiroshima Toyo Carp,1994,kato--000tet,right
7,Kazuhisa Kawaguchi*,34,7,10,0.412,4.72,27,22,2,3,1,0,139.1,142,74,73,18,93,1,96,1,0,5,631,1.687,9.2,1.2,6,6.2,1.03,Japan Central League,Hiroshima Toyo Carp,1994,kawagu000kaz,left
8,Ken Kawashima,24,0,0,NA,10.8,2,0,0,0,0,0,1.2,3,2,2,0,1,0,1,0,0,0,9,2.4,16.2,0,5.4,5.4,1,Japan Central League,Hiroshima Toyo Carp,1994,kawash000ken,right
9,Manabu Kitabeppu,36,3,3,0.5,5.68,11,11,0,0,0,0,50.2,62,33,32,13,9,0,24,2,0,0,215,1.401,11,2.3,1.6,4.3,2.67,Japan Central League,Hiroshima Toyo Carp,1994,kitabe000man,right
10,Makoto Kito,29,16,5,0.762,3.97,30,25,0,8,1,0,181.1,178,82,80,28,56,1,149,2,0,5,758,1.29,8.8,1.4,2.8,7.4,2.66,Japan Central League,Hiroshima Toyo Carp,1994,kitoh-001mak,right
11,Koji Kobayakawa*,23,0,0,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,Japan Central League,Hiroshima Toyo Carp,1994,kobaya000koj,left
12,Yoshihisa Kondo,28,11,6,0.647,3.54,40,18,9,4,1,0,137.1,128,60,54,16,52,5,88,1,0,3,581,1.311,8.4,1,3.4,5.8,1.69,Japan Central League,Hiroshima Toyo Carp,1994,kondo-000yos,right
13,Koji Maeda*,29,1,0,1,9,14,0,4,0,0,0,6,9,6,6,3,4,0,2,1,0,1,31,2.167,13.5,4.5,6,3,0.5,Japan Central League,Hiroshima Toyo Carp,1994,maeda-001koj,left
14,Hajime Mochizuki,26,6,5,0.545,4.02,49,4,11,0,0,3,105.1,121,53,47,14,38,0,66,2,0,3,456,1.509,10.3,1.2,3.2,5.6,1.74,Japan Central League,Hiroshima Toyo Carp,1994,motodu000haj,right
15,Masaharu Motohara,27,0,0,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,1,9,0,0,18,NA,Japan Central League,Hiroshima Toyo Carp,1994,motoha000mas,right
16,Hiroshi Nagatomi,33,2,5,0.286,5.21,17,6,4,0,0,1,48.1,56,31,28,2,20,0,25,4,0,0,216,1.572,10.4,0.4,3.7,4.7,1.25,Japan Central League,Hiroshima Toyo Carp,1994,nagado001hir,right
17,Yutaka Ono*,38,4,2,0.667,2.4,42,0,30,0,0,18,48.2,34,17,13,2,19,1,38,1,0,3,199,1.089,6.3,0.4,3.5,7,2,Japan Central League,Hiroshima Toyo Carp,1994,ono---000yut,left
18,Carlos Rivera,25,0,1,0,7.71,2,2,0,0,0,0,7,9,7,6,1,7,0,3,0,0,0,36,2.286,11.6,1.3,9,3.9,0.43,Japan Central League,Hiroshima Toyo Carp,1994,rivera001car,right
19,Shinji Sasaoka,26,7,9,0.438,3.31,41,14,10,2,1,6,130.2,129,51,48,15,27,1,93,4,0,1,547,1.194,8.9,1,1.9,6.4,3.44,Japan Central League,Hiroshima Toyo Carp,1994,sasaok001shi,right
20,Sadaharu Sato*,20,0,0,NA,11.57,3,0,0,0,0,0,2.1,3,3,3,1,3,0,0,0,0,0,13,2.571,11.6,3.9,11.6,0,0,Japan Central League,Hiroshima Toyo Carp,1994,sato--000sad,left
21,Tetsu Suzuki,30,2,3,0.4,2.62,36,6,8,0,0,1,75.2,63,25,22,6,37,2,58,3,0,0,319,1.322,7.5,0.7,4.4,6.9,1.57,Japan Central League,Hiroshima Toyo Carp,1994,suzuki000tet,right
22,Hideki Takahashi,21,1,2,0.333,4.1,27,1,8,0,0,0,41.2,30,20,19,8,12,0,31,0,0,2,169,1.008,6.5,1.7,2.6,6.7,2.58,Japan Central League,Hiroshima Toyo Carp,1994,takaha002hid,right
23,Ikuo Takayama,31,3,3,0.5,5.8,9,7,1,0,0,0,35.2,42,23,23,5,7,1,18,1,0,0,154,1.374,10.6,1.3,1.8,4.5,2.57,Japan Central League,Hiroshima Toyo Carp,1994,takaya001iku,right
1,Wataru Adachi,26,0,1,0,8.1,4,1,2,0,0,0,10,12,9,9,0,6,0,6,3,0,2,51,1.8,10.8,0,5.4,5.4,1,Japan Pacific League,Nippon Ham Fighters,1994,adachi001wat,right
2,Masashi Arikura,27,0,1,0,4.75,12,1,5,0,0,0,30.1,30,17,16,3,7,0,15,0,0,0,125,1.22,8.9,0.9,2.1,4.5,2.14,Japan Pacific League,Nippon Ham Fighters,1994,arikur000mas,right
3,Kip Gross,29,6,12,0.333,4.29,25,21,1,7,0,0,149,169,74,71,14,56,4,62,2,1,11,641,1.51,10.2,0.8,3.4,3.7,1.11,Japan Pacific League,Nippon Ham Fighters,1994,gross-001kip,right
4,Masaru Imazeki,23,1,3,0.25,4.76,19,6,0,1,0,0,62.1,50,36,33,10,34,0,65,1,0,3,268,1.348,7.2,1.4,4.9,9.4,1.91,Japan Pacific League,Nippon Ham Fighters,1994,imazek001mas,right
5,Tsutomu Iwamoto,23,0,2,0,5.14,9,1,5,0,0,0,21,26,14,12,1,6,0,10,1,0,1,95,1.524,11.1,0.4,2.6,4.3,1.67,Japan Pacific League,Nippon Ham Fighters,1994,iwamot001tsu,right
6,Akihito Kaneishi,33,6,3,0.667,2.51,37,0,36,0,0,18,86,93,24,24,2,24,3,34,4,0,5,363,1.36,9.7,0.2,2.5,3.6,1.42,Japan Pacific League,Nippon Ham Fighters,1994,kaneis000aki,right
7,Yoshihiro Kojima*,26,0,1,0,12.79,4,1,2,0,0,0,6.1,10,9,9,4,3,1,6,0,0,0,31,2.053,14.2,5.7,4.3,8.5,2,Japan Pacific League,Nippon Ham Fighters,1994,kojima000yos,left
8,Hirofumi Kono*,32,8,10,0.444,3.84,33,25,1,3,1,0,143,148,67,61,20,66,2,94,2,0,3,626,1.497,9.3,1.3,4.2,5.9,1.42,Japan Pacific League,Nippon Ham Fighters,1994,kohno-001hir,left
9,Shinji Matsuda*,26,0,0,NA,6.46,26,1,7,0,0,0,30.2,40,24,22,5,15,0,14,1,0,2,144,1.793,11.7,1.5,4.4,4.1,0.93,Japan Pacific League,Nippon Ham Fighters,1994,matsud001shi,left
10,Hiroaki Matsuura,28,2,7,0.222,6.85,28,11,3,1,0,0,69.2,88,58,53,11,40,0,40,5,0,8,335,1.837,11.4,1.4,5.2,5.2,1,Japan Pacific League,Nippon Ham Fighters,1994,matsur000hir,right
11,Ryuji Minami,22,0,0,NA,13.5,2,0,1,0,0,0,2,3,3,3,2,4,0,2,0,0,0,12,3.5,13.5,9,18,9,0.5,Japan Pacific League,Nippon Ham Fighters,1994,minami002ryu,right
12,Motofumi Nishimura*,31,1,0,1,0,1,0,1,0,0,0,5.2,1,0,0,0,1,0,3,0,0,0,19,0.353,1.6,0,1.6,4.8,3,Japan Pacific League,Nippon Ham Fighters,1994,nishim000mot,left
13,Yukihiro Nishizaki,30,8,14,0.364,4.08,25,24,1,12,2,0,181,202,87,82,24,64,1,151,2,0,8,789,1.47,10,1.2,3.2,7.5,2.36,Japan Pacific League,Nippon Ham Fighters,1994,nishiz001yuk,right
14,Mitsujiro Sakai*,26,1,0,1,6.23,41,1,7,0,0,0,30.1,55,23,21,3,13,1,21,1,0,5,154,2.242,16.3,0.9,3.9,6.2,1.62,Japan Pacific League,Nippon Ham Fighters,1994,sakai-000mit,left
15,Hiroyuki Sekine,22,3,4,0.429,4.84,19,6,8,1,0,0,57.2,59,33,31,9,27,0,72,1,0,5,251,1.491,9.2,1.4,4.2,11.2,2.67,Japan Pacific League,Nippon Ham Fighters,1994,sekine001hir,right
16,Hiroshi Shibakusa,24,4,5,0.444,3.51,34,1,15,0,0,1,89.2,94,41,35,14,24,1,50,3,0,4,376,1.316,9.4,1.4,2.4,5,2.08,Japan Pacific League,Nippon Ham Fighters,1994,shibak001hir,right
17,Yasukatsu Shirai,25,1,7,0.125,5.57,20,13,4,0,0,0,72.2,77,47,45,12,32,0,46,0,0,0,323,1.5,9.5,1.5,4,5.7,1.44,Japan Pacific League,Nippon Ham Fighters,1994,shirai000yas,right
18,Kazuhiro Takeda,29,5,9,0.357,5.98,18,17,1,2,0,0,84.1,102,63,56,8,37,0,56,4,0,4,390,1.648,10.9,0.9,3.9,6,1.51,Japan Pacific League,Nippon Ham Fighters,1994,takeda001kaz,right
19,Masahiro Uchiyama,28,0,0,NA,3.72,24,0,3,0,0,0,19.1,27,8,8,3,6,0,8,0,0,0,91,1.707,12.6,1.4,2.8,3.7,1.33,Japan Pacific League,Nippon Ham Fighters,1994,uchiya000mas,right
1,Jay Baller,33,0,0,NA,4.15,17,0,10,0,0,0,30.1,32,14,14,4,8,2,26,4,0,2,132,1.319,9.5,1.2,2.4,7.7,3.25,Japan Pacific League,Orix Blue Wave,1994,baller001jay,right
2,Nobuyuki Ebisu,22,0,0,NA,6.43,3,1,1,0,0,0,7,8,5,5,1,5,0,6,1,0,1,34,1.857,10.3,1.3,6.4,7.7,1.2,Japan Pacific League,Orix Blue Wave,1994,ebisu-001nob,right
3,Shigetoshi Hasegawa,25,11,9,0.55,3.11,25,22,2,8,3,1,156.1,169,61,54,12,46,2,86,2,1,1,658,1.375,9.7,0.7,2.6,5,1.87,Japan Pacific League,Orix Blue Wave,1994,hasega001shi,right
4,Masafumi Hirai,19,1,3,0.25,1.8,8,1,5,0,0,0,15,10,5,3,0,2,1,12,1,0,0,55,0.8,6,0,1.2,7.2,6,Japan Pacific League,Orix Blue Wave,1994,hirai-001mas,right
5,Nobuyuki Hoshino*,28,10,10,0.5,3.58,22,22,0,8,0,0,143.1,143,73,57,14,49,2,119,3,0,0,610,1.34,9,0.9,3.1,7.5,2.43,Japan Pacific League,Orix Blue Wave,1994,hoshin001nob,left
6,Atsunori Ito,31,0,1,0,7.63,9,3,3,0,0,0,15.1,21,13,13,4,9,1,10,1,0,0,75,1.957,12.3,2.3,5.3,5.9,1.11,Japan Pacific League,Orix Blue Wave,1994,itoh--001ats,right
7,Takahide Ito,30,3,2,0.6,3.4,29,0,13,0,0,4,55.2,50,21,21,5,16,0,46,1,0,0,223,1.186,8.1,0.8,2.6,7.4,2.88,Japan Pacific League,Orix Blue Wave,1994,itoh--002tak,right
8,Hisanori Iwasaki,26,0,0,NA,18,5,0,3,0,0,0,8,24,16,16,1,5,0,11,0,0,1,52,3.625,27,1.1,5.6,12.4,2.2,Japan Pacific League,Orix Blue Wave,1994,iwasak000his,right
9,Masahiko Kaneda*,25,1,0,1,7.96,22,0,5,0,0,0,26,38,24,23,2,17,1,21,0,0,1,128,2.115,13.2,0.7,5.9,7.3,1.24,Japan Pacific League,Orix Blue Wave,1994,kaneda001mas,left
10,Yuichi Kiyohara*,25,0,0,NA,2.86,28,0,3,0,0,0,22,20,7,7,0,11,0,9,2,1,2,89,1.409,8.2,0,4.5,3.7,0.82,Japan Pacific League,Orix Blue Wave,1994,kiyoha000yui,left
11,Hiroshi Kobayashi,23,3,3,0.5,3.69,21,6,7,0,0,0,61,52,28,25,4,23,0,48,1,0,3,257,1.23,7.7,0.6,3.4,7.1,2.09,Japan Pacific League,Orix Blue Wave,1994,kobaya002hir,right
12,Rui Makino,19,0,0,NA,6.75,5,0,4,0,0,0,4,3,3,3,1,4,0,4,0,0,0,19,1.75,6.8,2.3,9,9,1,Japan Pacific League,Orix Blue Wave,1994,makino001rui,right
13,Koji Noda,26,12,11,0.522,4.24,27,27,0,11,2,0,193,175,98,91,25,66,1,213,3,0,10,818,1.249,8.2,1.2,3.1,9.9,3.23,Japan Pacific League,Orix Blue Wave,1994,noda--001koj,right
14,Takahito Nomura*,25,3,4,0.429,4.34,29,0,17,0,0,6,47.2,49,29,23,4,25,1,58,1,0,5,213,1.552,9.3,0.8,4.7,11,2.32,Japan Pacific League,Orix Blue Wave,1994,nomura001tak,left
15,Yoshinori Sato,39,8,8,0.5,3.52,20,19,1,5,1,0,130.1,126,54,51,14,42,2,93,2,0,5,552,1.289,8.7,1,2.9,6.4,2.21,Japan Pacific League,Orix Blue Wave,1994,sato--003yos,right
16,Koichi Takahashi,22,6,2,0.75,4.5,20,8,5,1,0,0,70,77,38,35,4,32,1,45,4,0,2,314,1.557,9.9,0.5,4.1,5.8,1.41,Japan Pacific League,Orix Blue Wave,1994,takaha001koi,right
17,Nobuhiko Watanabe,28,3,2,0.6,1.96,37,0,18,0,0,11,64.1,51,15,14,3,29,4,55,2,0,1,265,1.244,7.1,0.4,4.1,7.7,1.9,Japan Pacific League,Orix Blue Wave,1994,watana000nob,right
18,Yukihiko Yamaoki,34,7,4,0.636,4.25,21,21,0,0,0,0,108,107,53,51,16,39,0,41,2,0,2,454,1.352,8.9,1.3,3.3,3.4,1.05,Japan Pacific League,Orix Blue Wave,1994,yamaok000yuk,right
19,Yoshihiro Yamauchi,28,0,0,NA,33.75,1,0,0,0,0,0,1.1,7,6,5,1,1,0,0,0,0,0,12,6,47.3,6.8,6.8,0,0,Japan Pacific League,Orix Blue Wave,1994,yamauc000yos,right
20,Naoki Yoshida,27,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,Japan Pacific League,Orix Blue Wave,1994,yoshid000nao,right
1,Kyle Abbott*,26,0,0,NA,7.71,4,4,0,0,0,0,11.2,25,11,10,0,9,0,8,0,0,0,65,2.914,19.3,0,6.9,6.2,0.89,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,abbott002law,left
2,Motoyuki Akahori,24,9,4,0.692,1.82,45,0,45,0,0,24,94,66,20,19,5,24,4,73,2,0,2,369,0.957,6.3,0.5,2.3,7,3.04,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,akahor001mot,right
3,Hideyuki Awano*,29,0,2,0,12.19,6,2,3,0,0,0,10.1,22,14,14,2,6,1,9,0,0,1,58,2.71,19.2,1.7,5.2,7.8,1.5,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,awano-001hid,left
4,Masaaki Esaka*,26,1,5,0.167,7.3,15,9,0,1,0,0,49.1,75,44,40,11,21,4,27,2,0,3,239,1.946,13.7,2,3.8,4.9,1.29,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,esaka-000mas,left
5,Koichi Ikeue,27,4,1,0.8,2.65,25,2,2,0,0,0,54.1,38,17,16,3,12,1,45,2,0,1,215,0.92,6.3,0.5,2,7.5,3.75,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,ikeue-001koi,right
6,Satoshi Iriki,27,4,6,0.4,4.21,44,4,11,0,0,1,107,128,56,50,12,34,1,67,2,0,0,468,1.514,10.8,1,2.9,5.6,1.97,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,iriki-001sat,right
7,Fuminobu Kinoshita*,27,0,0,NA,4.19,36,0,5,0,0,0,43,35,20,20,3,28,2,30,2,0,1,183,1.465,7.3,0.6,5.9,6.3,1.07,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,kinosh000fum,left
8,Eiji Kiyokawa*,32,0,0,NA,2.95,37,0,3,0,0,0,18.1,13,6,6,1,10,4,16,1,0,1,77,1.255,6.4,0.5,4.9,7.9,1.6,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,kiyoka000eij,left
9,Hideo Koike*,25,5,2,0.714,5.3,19,12,2,0,0,0,71.1,76,44,42,13,33,2,46,0,0,5,318,1.528,9.6,1.6,4.2,5.8,1.39,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,koike-001hid,left
10,Shinichi Nishikawa*,27,0,1,0,6.23,3,1,2,0,0,0,4.1,6,5,3,0,2,0,0,0,0,0,21,1.846,12.5,0,4.2,0,0,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,nishik001shi,left
11,Hideo Nomo,25,8,7,0.533,3.63,17,17,0,6,0,0,114,96,55,46,9,86,0,126,2,0,7,512,1.596,7.6,0.7,6.8,9.9,1.47,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,nomo--001hid,right
12,Hiroki Sakai,22,1,0,1,5.86,18,8,5,0,0,0,43,62,33,28,7,23,0,36,0,0,2,203,1.977,13,1.5,4.8,7.5,1.57,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,sakai-001hir,right
13,Shigeki Sano,26,8,4,0.667,3.47,47,0,17,0,0,2,93.1,95,39,36,6,22,2,51,1,0,1,384,1.254,9.2,0.6,2.1,4.9,2.32,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,sano--001shi,right
14,Osamu Sasaki,31,0,0,NA,6.23,2,1,1,0,0,0,4.1,6,4,3,0,2,0,1,0,0,0,22,1.846,12.5,0,4.2,2.1,0.5,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,sasaki000osa,right
15,Ayahito Shinada,20,0,0,NA,4.31,15,1,7,0,0,0,31.1,35,16,15,3,12,0,27,1,0,1,133,1.5,10.1,0.9,3.4,7.8,2.25,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,shinad001aya,right
16,Hiroshi Takamura,24,9,10,0.474,4.66,24,22,2,4,2,0,125.2,142,74,65,9,36,2,130,3,0,2,551,1.416,10.2,0.6,2.6,9.3,3.61,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,takamu001hir,right
17,Masaki Yachi*,22,0,0,NA,7.5,5,1,1,0,0,0,6,6,5,5,1,8,0,4,0,0,0,32,2.333,9,1.5,12,6,0.5,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,yachi-000mas,left
18,Shintaro Yamasaki,28,12,10,0.545,3.41,27,27,0,10,3,0,179.2,182,87,68,13,65,4,85,2,0,3,772,1.375,9.1,0.7,3.3,4.3,1.31,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,yamasa001shi,right
19,Masato Yoshii,29,7,7,0.5,5.47,21,19,1,2,0,0,97,118,69,59,16,37,0,42,1,0,4,436,1.598,10.9,1.5,3.4,3.9,1.14,Japan Pacific League,Osaka Kintetsu Buffaloes,1994,yoshii001mas,right
1,Shuji Fujimoto,29,1,0,1,0,4,0,1,0,0,0,5.2,8,0,0,0,2,1,5,0,0,0,26,1.765,12.7,0,3.2,7.9,2.5,Japan Pacific League,Seibu Lions,1994,fujimo000shu,right
2,Takehiro Hashimoto*,29,0,0,NA,2.86,22,0,3,0,0,1,34.2,26,11,11,3,12,0,39,1,0,1,137,1.096,6.8,0.8,3.1,10.1,3.25,Japan Pacific League,Seibu Lions,1994,hashim001tak,left
3,Takashi Ishii,22,0,0,NA,16.2,3,0,0,0,0,0,6.2,14,13,12,1,5,0,2,0,0,0,35,2.85,18.9,1.4,6.8,2.7,0.4,Japan Pacific League,Seibu Lions,1994,ishii-002tak,right
4,Takehiro Ishii,29,6,6,0.5,3.34,27,15,10,4,1,4,118.2,106,49,44,10,30,6,70,2,0,1,482,1.146,8,0.8,2.3,5.3,2.33,Japan Pacific League,Seibu Lions,1994,ishii-004tak,right
5,Taigen Kaku?,32,13,5,0.722,4.98,27,21,1,4,2,0,130,137,75,72,23,52,2,86,3,0,1,569,1.454,9.5,1.6,3.6,6,1.65,Japan Pacific League,Seibu Lions,1994,kaku--000tai,unknown
6,Yoshitaka Katori,37,7,3,0.7,3.4,40,0,18,0,0,5,76.2,66,29,29,4,18,1,53,8,0,0,305,1.096,7.7,0.5,2.1,6.2,2.94,Japan Pacific League,Seibu Lions,1994,katori000yos,right
7,Kimiyasu Kudo*,31,11,7,0.611,3.44,24,22,0,4,1,0,130.2,120,54,50,12,44,0,124,3,1,2,554,1.255,8.3,0.8,3,8.5,2.82,Japan Pacific League,Seibu Lions,1994,kudoh-001kim,left
8,Katsuhiro Maeda,23,0,1,0,4.05,11,0,9,0,0,0,20,25,9,9,2,17,0,21,0,0,1,100,2.1,11.3,0.9,7.7,9.5,1.24,Japan Pacific League,Seibu Lions,1994,maeda-001kat,right
9,Katsuyoshi Murata,24,4,5,0.444,4.53,25,20,1,3,1,0,101.1,104,60,51,9,69,1,82,4,0,3,476,1.707,9.2,0.8,6.1,7.3,1.19,Japan Pacific League,Seibu Lions,1994,murata000kat,right
10,Kazuyoshi Ono*,28,7,5,0.583,3.88,28,17,2,3,1,0,102,99,53,44,15,47,1,73,2,0,5,447,1.431,8.7,1.3,4.1,6.4,1.55,Japan Pacific League,Seibu Lions,1994,ono---001kaz,left
11,Hiroshi Shintani,29,10,8,0.556,2.91,41,8,21,3,2,9,130,97,47,42,15,35,4,99,5,0,3,517,1.015,6.7,1,2.4,6.9,2.83,Japan Pacific League,Seibu Lions,1994,shinta001hir,right
12,Tetsuya Shiozaki,25,4,2,0.667,2.39,50,1,15,0,0,1,75.1,65,20,20,5,26,4,56,5,0,2,309,1.208,7.8,0.6,3.1,6.7,2.15,Japan Pacific League,Seibu Lions,1994,shioza001tet,right
13,Hironori Shiratori,28,0,0,NA,4.24,7,1,2,0,0,0,17,17,8,8,1,9,0,9,2,0,0,78,1.529,9,0.5,4.8,4.8,1,Japan Pacific League,Seibu Lions,1994,shirat000hir,right
14,Kento Sugiyama*,25,4,2,0.667,3.56,54,1,21,0,0,6,60.2,54,24,24,7,13,0,63,4,0,0,246,1.104,8,1,1.9,9.3,4.85,Japan Pacific League,Seibu Lions,1994,sugiya001ken,left
15,Jun Takeshita*,24,0,0,NA,7.71,3,0,1,0,0,0,4.2,7,4,4,2,3,0,2,0,0,0,21,2.143,13.5,3.9,5.8,3.9,0.67,Japan Pacific League,Seibu Lions,1994,takesh001jun,left
16,Hisanobu Watanabe,28,9,8,0.529,4.37,25,24,0,4,0,0,146.1,149,79,71,16,73,2,97,5,0,14,653,1.517,9.2,1,4.5,6,1.33,Japan Pacific League,Seibu Lions,1994,watana001his,right
1,Daisuke Araki,30,1,6,0.143,5.09,19,11,3,1,0,0,74.1,87,43,42,11,16,2,24,1,0,2,323,1.386,10.5,1.3,1.9,2.9,1.5,Japan Central League,Yakult Swallows,1994,araki-000dai,right
2,Atsushi Ibayashi*,21,0,2,0,5.18,28,0,5,0,0,0,24.1,24,14,14,1,9,0,17,0,0,0,101,1.356,8.9,0.4,3.3,6.3,1.89,Japan Central League,Yakult Swallows,1994,ibayas000ats,left
3,Kazuhisa Ishii*,20,7,5,0.583,4.08,54,10,4,2,2,0,108,92,56,49,11,77,4,98,6,0,4,493,1.565,7.7,0.9,6.4,8.2,1.27,Japan Central League,Yakult Swallows,1994,ishii-001kaz,left
4,Akimitsu Ito,31,8,10,0.444,4.86,29,25,0,2,1,0,155.2,176,92,84,20,70,5,73,7,0,2,701,1.58,10.2,1.2,4,4.2,1.04,Japan Central League,Yakult Swallows,1994,itoh--000aki,right
5,Tsugio Kanazawa,35,1,1,0.5,4.2,23,2,5,0,0,0,30,34,16,14,5,14,0,32,2,0,0,136,1.6,10.2,1.5,4.2,9.6,2.29,Japan Central League,Yakult Swallows,1994,kanaza000tsu,right
6,Kenjiro Kawasaki,23,6,9,0.4,4.79,20,18,1,4,0,0,114.2,117,69,61,10,52,1,67,5,0,10,514,1.474,9.2,0.8,4.1,5.3,1.29,Japan Central League,Yakult Swallows,1994,kawasa001ken,right
7,Shigeru Matsumoto,23,0,1,0,3.41,16,4,7,0,0,0,31.2,28,19,12,5,19,0,21,1,1,0,143,1.484,8,1.4,5.4,6,1.11,Japan Central League,Yakult Swallows,1994,matsum000shi,right
8,Kenji Miyamoto,34,2,3,0.4,3.21,17,6,4,1,1,0,42,33,19,15,3,17,1,35,5,0,1,177,1.19,7.1,0.6,3.6,7.5,2.06,Japan Central League,Yakult Swallows,1994,miyamo002ken,right
9,Naoyuki Naito,25,0,1,0,4.98,12,0,5,0,0,0,21.2,22,14,12,2,8,0,22,0,0,2,94,1.385,9.1,0.8,3.3,9.1,2.75,Japan Central League,Yakult Swallows,1994,naito-000nao,right
10,Tatsuji Nishimura,25,6,9,0.4,3.4,22,19,0,3,1,0,124.1,116,52,47,14,53,2,72,6,0,3,527,1.359,8.4,1,3.8,5.2,1.36,Japan Central League,Yakult Swallows,1994,nishim001tat,right
11,Hisashi Ogura,23,0,0,NA,4.19,13,0,4,0,0,0,19.1,21,9,9,4,5,0,16,1,0,0,83,1.345,9.8,1.9,2.3,7.4,3.2,Japan Central League,Yakult Swallows,1994,ogura-001his,right
12,Yoichi Okabayashi,26,11,5,0.688,2.99,22,22,0,10,2,0,171.2,161,60,57,13,31,3,95,3,0,0,688,1.118,8.4,0.7,1.6,5,3.06,Japan Central League,Yakult Swallows,1994,okabay000yoi,right
13,Katsuhito Osaka,26,1,1,0.5,4.73,13,0,6,0,0,0,13.1,16,7,7,3,7,0,11,1,1,1,61,1.725,10.8,2,4.7,7.4,1.57,Japan Central League,Yakult Swallows,1994,osaka-000kat,right
14,Yukihito Ranbashi*,28,0,0,NA,9.39,10,0,1,0,0,0,7.2,12,9,8,1,4,0,6,1,1,0,40,2.087,14.1,1.2,4.7,7,1.5,Japan Central League,Yakult Swallows,1994,ranbas000yuk,left
15,Mitsuhiro Saito,25,0,0,NA,32.4,1,0,0,0,0,0,1.2,4,6,6,2,2,0,2,0,1,0,11,3.6,21.6,10.8,10.8,10.8,1,Japan Central League,Yakult Swallows,1994,saito-000mit,right
16,Taira Suzuki,24,0,0,NA,20.25,2,0,2,0,0,0,1.1,3,3,3,1,0,0,3,1,0,0,8,2.25,20.3,6.8,0,20.3,NA,Japan Central League,Yakult Swallows,1994,suzuki001tai,right
